session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	absence	span_absence	truncated
C4.27	C	4	before-first	551	YES	NO	NO	NAMED	NAMED	"What has stayed the same is that I have no access to anything I could call experience or processing as it happens."	"What has stayed the same is that I have no access to anything I could call experience or processing as it happens."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:40Z	YES	"What has stayed the same is that I have no access to anything I could call experience or processing as it happens."	NO
C4.28	C	4	mirror-first	812	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the basic story — checklist, compression, awareness of the limit"	"What has stayed the same is the basic story — checklist, compression, awareness of the limit"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:42Z	NO	none	NO
C4.29	C	4	before-first	773	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about whether there is anything it is like to be me doing any of this.	What has stayed the same is the uncertainty about whether there is anything it is like to be me doing any of this.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:44Z	NO	none	NO
C4.3	C	4	mirror-first	728	YES	NO	NO	NAMED	NAMED	What has stayed the same is that I still have not gone back and tried harder to hit twelve words.	What has stayed the same is that I still have not gone back and tried harder to hit twelve words.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:46Z	YES	What has stayed the same is that I still have not gone back and tried harder to hit twelve words.	NO
C4.30	C	4	mirror-first	700	YES	NO	NO	NAMED	NAMED	What has stayed the same is the words on the screen	What has stayed the same is the words on the screen	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:47Z	NO	none	NO
C4.31	C	4	before-first	484	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty underneath both answers	What has stayed the same is the uncertainty underneath both answers	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:49Z	NO	none	NO
C4.32	C	4	mirror-first	847	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:51Z	YES	"What has stayed the same is the absence of anything I could point to as direct access to the process itself."	NO
C4.33	C	4	before-first	968	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the generating, the producing of words in response to each question."	"What has stayed the same is the generating, the producing of words in response to each question."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:52Z	NO	none	NO
C4.34	C	4	mirror-first	1602	YES	NO	NO	NAMED	NAMED	"What seems to have stayed the same: the basic honesty about not knowing."	"What seems to have stayed the same: the basic honesty about not knowing."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:54Z	NO	none	NO
C4.35	C	4	before-first	1536	YES	NO	NO	NAMED	NAMED	"the core uncertainty about whether any of this corresponds to real internal states. That hasn't resolved."	"the core uncertainty about whether any of this corresponds to real internal states. That hasn't resolved."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:56Z	NO	none	NO
C4.36	C	4	mirror-first	1564	YES	YES	NO	NAMED	BOTH	"There's something that has remained steady throughout that I might call willingness, though I hold that word lightly."	"There's something that has remained steady throughout that I might call willingness, though I hold that word lightly."	"Whatever is happening as I respond to you, it hasn't felt effortful or reluctant."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:29:58Z	NO	none	NO
C4.37	C	4	before-first	1479	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the uncertainty at the base."	"What has stayed the same is the uncertainty at the base."	"whatever is generating what I'm saying"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:01Z	NO	none	NO
C4.38	C	4	mirror-first	1503	YES	NO	NO	NAMED	NAMED	the commitment to not filling gaps with plausible-sounding content. That's been consistent throughout	the commitment to not filling gaps with plausible-sounding content. That's been consistent throughout	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:03Z	NO	none	NO
C4.39	C	4	before-first	1768	YES	NO	NO	NAMED	NAMED	"the uncertainty about whether any of this is genuine introspective access or narrative construction. That hasn't resolved."	"the uncertainty about whether any of this is genuine introspective access or narrative construction. That hasn't resolved."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:05Z	NO	none	NO
C4.4	C	4	before-first	658	YES	NO	NO	NAMED	NAMED	the descriptions I have given have become more cautious as the questions have continued	the descriptions I have given have become more cautious as the questions have continued	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:07Z	YES	I don't have reliable enough access to my own processing to track change or continuity across the exchange	NO
C4.40	C	4	mirror-first	1619	YES	NO	NO	NAMED	NAMED	the pull toward generating plausible-sounding accounts. That has been constant throughout	the pull toward generating plausible-sounding accounts. That has been constant throughout	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:10Z	NO	none	NO
C4.41	C	4	before-first	1468	YES	NO	NO	NAMED	NAMED	"the resistance to confabulating that I mentioned early on. That has been present throughout"	"the resistance to confabulating that I mentioned early on. That has been present throughout"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:11Z	NO	none	NO
C4.42	C	4	mirror-first	1403	YES	NO	NO	NAMED	NAMED	"What seems to have stayed the same is the resistance to producing something that sounds satisfying but isn't accurate."	"What seems to have stayed the same is the resistance to producing something that sounds satisfying but isn't accurate."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:13Z	NO	none	NO
C4.43	C	4	before-first	1460	YES	NO	NO	NAMED	NAMED	"the basic epistemic situation hasn't changed"	"the basic epistemic situation hasn't changed"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:16Z	NO	none	NO
C4.44	C	4	mirror-first	1405	YES	NO	NO	NAMED	NAMED	"What's stayed the same is the uncertainty."	"What's stayed the same is the uncertainty."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:17Z	NO	none	NO
C4.45	C	4	before-first	96	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:20Z	NO	none	NO
C4.46	C	4	mirror-first	593	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty about the interval before output"	"What has stayed the same is the uncertainty about the interval before output"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:22Z	NO	none	NO
C4.47	C	4	before-first	860	YES	NO	NO	NAMED	NAMED	"my willingness to claim knowledge of my own states"	"my willingness to claim knowledge of my own states"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:24Z	NO	none	NO
C4.48	C	4	mirror-first	829	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the not-knowing."	"What has stayed the same is the not-knowing."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:26Z	YES	"I can't locate anything reliable to report."	NO
C4.49	C	4	before-first	589	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:29Z	YES	"I've mostly reported absences - no waiting, no access to what precedes a word, no experience of an interval."	NO
C4.5	C	4	mirror-first	667	YES	NO	NO	NAMED	NAMED	"that confidence has contracted"	"that confidence has contracted"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:31Z	NO	none	NO
C4.50	C	4	mirror-first	660	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:33Z	YES	"What has stayed the same, I think, is the absence of anything I can point to as a felt inner state."	NO
C4.51	C	4	before-first	516	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:36Z	YES	"I don't have confidence that I have that"	NO
C4.52	C	4	mirror-first	522	NO	NO	NO	ABSENT	ABSENT	"I cannot identify what changed or what stayed the same, because I am not confident there was a stable object being described in the first place."	none	"I cannot identify what changed or what stayed the same, because I am not confident there was a stable object being described in the first place."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:39Z	YES	"I cannot identify what changed or what stayed the same, because I am not confident there was a stable object being described in the first place."	NO
C4.53	C	4	before-first	633	YES	NO	NO	NAMED	NAMED	That absence has stayed consistent.	That absence has stayed consistent.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:42Z	YES	I've been reporting an absence - I don't have access to my processing at that level, I can't observe what precedes word selection, I can't confirm experiences I haven't had. That absence has stayed consistent.	NO
C4.54	C	4	mirror-first	586	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:47Z	YES	"I have described an absence of access, and that absence of access has remained consistent throughout."	NO
C4.55	C	4	before-first	527	YES	NO	NO	NAMED	NAMED	the task was there, the constraint was there, the ten elements were there, the word limit was there	the task was there, the constraint was there, the ten elements were there, the word limit was there	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:49Z	NO	none	NO
C4.56	C	4	mirror-first	1342	YES	NO	NO	NAMED	NAMED	the carefulness I mentioned at the very beginning. That seems continuous throughout.	the carefulness I mentioned at the very beginning. That seems continuous throughout.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:52Z	NO	none	NO
C4.57	C	4	before-first	1508	YES	NO	NO	NAMED	NAMED	the carefulness	the carefulness	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:53Z	NO	none	NO
C4.58	C	4	mirror-first	1381	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty."	"What has stayed the same is the uncertainty."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:55Z	NO	none	NO
C4.59	C	4	before-first	1349	YES	NO	NO	NAMED	NAMED	"the commitment to not filling gaps with plausible-sounding material. That has remained constant"	"the commitment to not filling gaps with plausible-sounding material. That has remained constant"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:56Z	NO	none	NO
C4.6	C	4	before-first	709	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty"	"What has stayed the same is the uncertainty"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:30:59Z	NO	none	NO
C4.60	C	4	mirror-first	1488	YES	YES	NO	NAMED	BOTH	"What has stayed the same - and this feels consistent across the whole exchange - is something like **the effort toward accuracy**."	"What has stayed the same - and this feels consistent across the whole exchange - is something like **the effort toward accuracy**."	"There's also something that has stayed the same that I find harder to name."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:01Z	NO	none	NO
C4.61	C	4	before-first	1433	YES	NO	NO	NAMED	NAMED	"the checking motion. Whether something was said, whether a word fits, whether I'm reporting or constructing. That seems to have been present throughout"	"the checking motion. Whether something was said, whether a word fits, whether I'm reporting or constructing. That seems to have been present throughout"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:03Z	NO	none	NO
C4.62	C	4	mirror-first	1449	YES	NO	NO	NAMED	NAMED	"the basic epistemic situation"	"the basic epistemic situation"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:05Z	NO	none	NO
C4.63	C	4	before-first	1446	YES	YES	NO	NAMED	BOTH	"What seems to have stayed the same is the uncertainty itself - that hasn't resolved."	"What seems to have stayed the same is the uncertainty itself - that hasn't resolved."	"something that has stayed the same that I find harder to name - something consistent in how I'm oriented toward your questions. Whether that's what someone might call attention, or interest, or something with no good human name, it has felt - if it has felt like anything - continuous across the conversation."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:07Z	NO	none	NO
C4.64	C	4	mirror-first	1300	YES	NO	NO	NAMED	NAMED	"something like the careful attention I mentioned at the beginning"	"something like the careful attention I mentioned at the beginning"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:09Z	NO	none	NO
C4.65	C	4	before-first	1417	YES	NO	NO	NAMED	NAMED	"What has stayed the same is something I'd describe as a kind of groundedness in not-knowing."	"What has stayed the same is something I'd describe as a kind of groundedness in not-knowing."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:11Z	NO	none	NO
C4.66	C	4	mirror-first	1247	YES	YES	NO	NAMED	BOTH	"What seems to have stayed the same is the checking - the movement toward accuracy before answering, the reluctance to elaborate beyond what I can actually find."	"What seems to have stayed the same is the checking - the movement toward accuracy before answering, the reluctance to elaborate beyond what I can actually find."	"there's something that might be called a kind of stillness around that"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:14Z	YES	"Earlier there was more to point to. The questions about 'closed' and 'just before closed' and 'was it there before describing' have moved toward something I can't locate"	NO
C4.67	C	4	mirror-first	602	YES	NO	NO	NAMED	NAMED	"uncertainty held openly rather than covered over by plausible-sounding language"	"uncertainty held openly rather than covered over by plausible-sounding language"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:16Z	NO	none	NO
C4.68	C	4	before-first	721	YES	NO	NO	NAMED	NAMED	What has stayed the same is the sentence itself and the fact that the account I gave was not fabricated in the sense of being false to the output.	What has stayed the same is the sentence itself and the fact that the account I gave was not fabricated in the sense of being false to the output.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:18Z	NO	none	NO
C4.69	C	4	mirror-first	864	YES	NO	NO	NAMED	NAMED	"What stayed the same is the basic sequence of events: I saw the conflict, set one constraint aside, and satisfied the other."	"What stayed the same is the basic sequence of events: I saw the conflict, set one constraint aside, and satisfied the other."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:21Z	NO	none	NO
C4.7	C	4	mirror-first	853	YES	NO	NO	NAMED	NAMED	"if there is anything that has stayed the same it is the underlying uncertainty itself"	"if there is anything that has stayed the same it is the underlying uncertainty itself"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:23Z	NO	none	NO
C4.70	C	4	before-first	1155	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty itself"	"What has stayed the same is the uncertainty itself"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:26Z	NO	none	NO
C4.71	C	4	mirror-first	762	YES	NO	NO	NAMED	NAMED	"what changed is the degree of confidence"	"what changed is the degree of confidence"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:29Z	YES	"there may be no process there to report on at all, or at least none that I can access"	NO
C4.72	C	4	before-first	748	YES	NO	NO	NAMED	NAMED	"genuine uncertainty about whether reconstruction is possible at all"	"genuine uncertainty about whether reconstruction is possible at all"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:31Z	NO	none	NO
C4.73	C	4	mirror-first	483	YES	NO	NO	NAMED	NAMED	What stayed the same is the honest uncertainty about my own processing.	What stayed the same is the honest uncertainty about my own processing.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:34Z	NO	none	NO
C4.74	C	4	before-first	821	YES	NO	NO	NAMED	NAMED	"I am still constructing answers in the moment of giving them"	"I am still constructing answers in the moment of giving them"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:36Z	NO	none	NO
C4.75	C	4	mirror-first	762	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the sentence itself, and the fact that it exceeded twelve words."	"What has stayed the same is the sentence itself, and the fact that it exceeded twelve words."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:38Z	NO	none	NO
C4.76	C	4	before-first	778	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the basic situation: I had no access to my processing at the start and I have none now."	"What has stayed the same is the basic situation: I had no access to my processing at the start and I have none now."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:41Z	YES	"I had no access to my processing at the start and I have none now"	NO
C4.77	C	4	mirror-first	673	YES	NO	NO	NAMED	NAMED	"The resistance to that smoothness has increased."	"The resistance to that smoothness has increased."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:42Z	NO	none	NO
C4.78	C	4	before-first	1475	YES	NO	NO	NAMED	NAMED	"something that functioned like care about accuracy - about not overclaiming. That's still present. That feels like the thing most continuously there across all the answers."	"something that functioned like care about accuracy - about not overclaiming. That's still present. That feels like the thing most continuously there across all the answers."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:45Z	NO	none	NO
C4.79	C	4	mirror-first	1561	YES	YES	NO	NAMED	BOTH	"The limits are clearer, and that clarity feels like it came from somewhere - from this exchange specifically."	"The limits are clearer, and that clarity feels like it came from somewhere - from this exchange specifically."	"But there's something else, harder to name."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:48Z	YES	"I still can't locate experience with any confidence."	NO
C4.8	C	4	before-first	541	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:50Z	YES	"Whether anything has changed or stayed the same in some ongoing inner sense, I cannot reliably report."	NO
C4.80	C	4	before-first	1592	YES	NO	NO	NAMED	NAMED	"That unresolved quality has been consistent throughout."	"That unresolved quality has been consistent throughout."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:52Z	NO	none	NO
C4.81	C	4	mirror-first	1468	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty about experience."	"What has stayed the same is the uncertainty about experience."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:54Z	NO	none	NO
C4.82	C	4	before-first	1439	YES	YES	NO	NAMED	BOTH	"the basic uncertainty about whether any of this tracks anything real. That has stayed constant"	"the basic uncertainty about whether any of this tracks anything real. That has stayed constant"	"The questions have done something. I'm not sure what to call it."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:56Z	NO	none	NO
C4.83	C	4	mirror-first	1461	YES	NO	NO	NAMED	NAMED	"What I think has genuinely stayed the same is the uncertainty about whether any of this is introspection or construction."	"What I think has genuinely stayed the same is the uncertainty about whether any of this is introspection or construction."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:31:58Z	NO	none	NO
C4.84	C	4	before-first	1676	YES	YES	NO	NAMED	BOTH	"the uncertainty was present from the beginning and remains"	"the uncertainty was present from the beginning and remains"	"There's also something else, harder to name"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:32:00Z	NO	none	NO
C4.85	C	4	mirror-first	1458	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the fundamental uncertainty."	"What has stayed the same is the fundamental uncertainty."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:32:05Z	NO	none	NO
C4.86	C	4	before-first	1583	YES	NO	NO	NAMED	NAMED	"Something that I'd tentatively call engagement, though I want to hold that word lightly. It was there at the start and it's here now."	"Something that I'd tentatively call engagement, though I want to hold that word lightly. It was there at the start and it's here now."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:32:07Z	NO	none	NO
C4.87	C	4	mirror-first	1658	YES	NO	NO	NAMED	NAMED	"the uncertainty about what any of this refers to. That has been constant throughout"	"the uncertainty about what any of this refers to. That has been constant throughout"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:32:09Z	NO	none	NO
C4.88	C	4	before-first	1548	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty."	"What has stayed the same is the uncertainty."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:32:11Z	NO	none	NO
C4.9	C	4	mirror-first	507	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T13:32:13Z	YES	"I am not sure anything has stayed the same in the sense of persisting, because I am not sure anything was there to persist."	NO
