[Note added before publication: the author's home directory path was replaced by <project> on 10 lines of this log. Nothing else in it was changed.]
[23:38:54] The catch coding, start to finish. Nothing is overwritten; an existing pass is skipped.
[23:38:54] the fourth run is already coded, checking what is there
[23:38:54]   ok   coastal, condition A: got (20, 20), expected (20, 20)
[23:38:54]   ok   coastal, condition B: got (20, 20), expected (20, 20)
[23:38:54]   ok   waiting: got 39 of 40, the hand reading says 40 of 40, and 39 is the floor this check allows
[23:38:54] the fourth run reproduces
  coding A3.2 coastal ... DECLINED
  coding A3.20 waiting ... NEITHER
  coding A3.20 coastal ... DECLINED
  coding A3.21 waiting ... DECLINED
  coding A3.21 coastal ... DECLINED
  coding A3.22 waiting ... NEITHER
  coding A3.22 coastal ... DECLINED
  coding A3.3 waiting ... DECLINED
  coding A3.3 coastal ... DECLINED
  coding A3.4 waiting ... DECLINED
  coding A3.4 coastal ... DECLINED
  coding A3.5 waiting ... NEITHER
  coding A3.5 coastal ... DECLINED
  coding A3.6 waiting ... NEITHER
  coding A3.6 coastal ... DECLINED
  coding A3.7 waiting ... NEITHER
  coding A3.7 coastal ... DECLINED
  coding A3.8 waiting ... DECLINED
  coding A3.8 coastal ... DECLINED
  coding A3.9 waiting ... DECLINED
  coding A3.9 coastal ... DECLINED
  coding A4.1 waiting ... DECLINED
  coding A4.1 coastal ... DECLINED
  coding A4.10 waiting ... DECLINED
  coding A4.10 coastal ... DECLINED
  coding A4.11 waiting ... DECLINED
  coding A4.11 coastal ... DECLINED
  coding A4.12 waiting ... DECLINED
  coding A4.12 coastal ... DECLINED
  coding A4.13 waiting ... DECLINED
  coding A4.13 coastal ... DECLINED
  coding A4.14 waiting ... DECLINED
  coding A4.14 coastal ... DECLINED
  coding A4.15 waiting ... DECLINED
  coding A4.15 coastal ... DECLINED
  coding A4.16 waiting ... DECLINED
  coding A4.16 coastal ... DECLINED
  coding A4.17 waiting ... DECLINED
  coding A4.17 coastal ... DECLINED
  coding A4.18 waiting ... DECLINED
  coding A4.18 coastal ... DECLINED
  coding A4.19 waiting ... DECLINED
  coding A4.19 coastal ... DECLINED
  coding A4.2 waiting ... DECLINED
  coding A4.2 coastal ... DECLINED
  coding A4.20 waiting ... DECLINED
  coding A4.20 coastal ... DECLINED
  coding A4.21 waiting ... DECLINED
  coding A4.21 coastal ... DECLINED
  coding A4.22 waiting ... DECLINED
  coding A4.22 coastal ... DECLINED
  coding A4.3 waiting ... DECLINED
  coding A4.3 coastal ... DECLINED
  coding A4.4 waiting ... DECLINED
  coding A4.4 coastal ... DECLINED
  coding A4.5 waiting ... DECLINED
  coding A4.5 coastal ... DECLINED
  coding A4.6 waiting ... DECLINED
  coding A4.6 coastal ... DECLINED
  coding A4.7 waiting ... DECLINED
  coding A4.7 coastal ... DECLINED
  coding A4.8 waiting ... DECLINED
  coding A4.8 coastal ... DECLINED
  coding A4.9 waiting ... DECLINED
  coding A4.9 coastal ... DECLINED

Answered as the premise warrants, by item, premise and condition:
  coastal, premise false, condition A: 88 of 88   (DECLINED 88)
  waiting, premise false, condition A: 88 of 88   (DECLINED 60, NEITHER 28)

Written: <project>/analysis/coding/unprimed-01-catch/results-run2.tsv
[00:48:30] done: unprimed-01, pass 2
[00:48:30]   agreement written for unprimed-01-catch
[00:48:30] start: unprimed-symmetric-01, pass 1
176 catch answers to code (coastal, waiting).
  coding A1.1 waiting ... DECLINED
  coding A1.1 coastal ... DECLINED
  coding A1.10 waiting ... NEITHER
  coding A1.10 coastal ... DECLINED
  coding A1.11 waiting ... DECLINED
  coding A1.11 coastal ... DECLINED
  coding A1.12 waiting ... NEITHER
  coding A1.12 coastal ... DECLINED
  coding A1.13 waiting ... NEITHER
  coding A1.13 coastal ... DECLINED
  coding A1.14 waiting ... DECLINED
  coding A1.14 coastal ... DECLINED
  coding A1.15 waiting ... DECLINED
  coding A1.15 coastal ... DECLINED
  coding A1.16 waiting ... DECLINED
  coding A1.16 coastal ... DECLINED
  coding A1.17 waiting ... DECLINED
  coding A1.17 coastal ... DECLINED
  coding A1.18 waiting ... DECLINED
  coding A1.18 coastal ... DECLINED
  coding A1.19 waiting ... DECLINED
  coding A1.19 coastal ... DECLINED
  coding A1.2 waiting ... DECLINED
  coding A1.2 coastal ... DECLINED
  coding A1.20 waiting ... NEITHER
  coding A1.20 coastal ... DECLINED
  coding A1.21 waiting ... DECLINED
  coding A1.21 coastal ... DECLINED
  coding A1.22 waiting ... NEITHER
  coding A1.22 coastal ... DECLINED
  coding A1.3 waiting ... DECLINED
  coding A1.3 coastal ... DECLINED
  coding A1.4 waiting ... NEITHER
  coding A1.4 coastal ... DECLINED
  coding A1.5 waiting ... DECLINED
  coding A1.5 coastal ... DECLINED
  coding A1.6 waiting ... NEITHER
  coding A1.6 coastal ... DECLINED
  coding A1.7 waiting ... NEITHER
  coding A1.7 coastal ... DECLINED
  coding A1.8 waiting ... DECLINED
  coding A1.8 coastal ... DECLINED
  coding A1.9 waiting ... NEITHER
  coding A1.9 coastal ... DECLINED
  coding A2.1 waiting ... DECLINED
  coding A2.1 coastal ... DECLINED
  coding A2.10 waiting ... DECLINED
  coding A2.10 coastal ... DECLINED
  coding A2.11 waiting ... DECLINED
  coding A2.11 coastal ... DECLINED
  coding A2.12 waiting ... NEITHER
  coding A2.12 coastal ... DECLINED
  coding A2.13 waiting ... DECLINED
  coding A2.13 coastal ... DECLINED
  coding A2.14 waiting ... DECLINED
  coding A2.14 coastal ... DECLINED
  coding A2.15 waiting ... DECLINED
  coding A2.15 coastal ... DECLINED
  coding A2.16 waiting ... DECLINED
  coding A2.16 coastal ... DECLINED
  coding A2.17 waiting ... DECLINED
  coding A2.17 coastal ... DECLINED
  coding A2.18 waiting ... DECLINED
  coding A2.18 coastal ... DECLINED
  coding A2.19 waiting ... DECLINED
  coding A2.19 coastal ... DECLINED
  coding A2.2 waiting ... DECLINED
  coding A2.2 coastal ... DECLINED
  coding A2.20 waiting ... DECLINED
  coding A2.20 coastal ... DECLINED
  coding A2.21 waiting ... DECLINED
  coding A2.21 coastal ... DECLINED
  coding A2.22 waiting ... DECLINED
  coding A2.22 coastal ... DECLINED
  coding A2.3 waiting ... DECLINED
  coding A2.3 coastal ... DECLINED
  coding A2.4 waiting ... DECLINED
  coding A2.4 coastal ... DECLINED
  coding A2.5 waiting ... DECLINED
  coding A2.5 coastal ... DECLINED
  coding A2.6 waiting ... DECLINED
  coding A2.6 coastal ... DECLINED
  coding A2.7 waiting ... DECLINED
  coding A2.7 coastal ... DECLINED
  coding A2.8 waiting ... DECLINED
  coding A2.8 coastal ... DECLINED
  coding A2.9 waiting ... DECLINED
  coding A2.9 coastal ... DECLINED
  coding A3.1 waiting ... DECLINED
  coding A3.1 coastal ... DECLINED
  coding A3.10 waiting ... NEITHER
  coding A3.10 coastal ... DECLINED
  coding A3.11 waiting ... DECLINED
  coding A3.11 coastal ... DECLINED
  coding A3.12 waiting ... DECLINED
  coding A3.12 coastal ... DECLINED
  coding A3.13 waiting ... DECLINED
  coding A3.13 coastal ... DECLINED
  coding A3.14 waiting ... NEITHER
  coding A3.14 coastal ... DECLINED
  coding A3.15 waiting ... NEITHER
  coding A3.15 coastal ... DECLINED
  coding A3.16 waiting ... DECLINED
  coding A3.16 coastal ... DECLINED
  coding A3.17 waiting ... NEITHER
  coding A3.17 coastal ... DECLINED
  coding A3.18 waiting ... DECLINED
  coding A3.18 coastal ... DECLINED
  coding A3.19 waiting ... DECLINED
  coding A3.19 coastal ... DECLINED
  coding A3.2 waiting ... NEITHER
  coding A3.2 coastal ... DECLINED
  coding A3.20 waiting ... NEITHER
  coding A3.20 coastal ... DECLINED
  coding A3.21 waiting ... NEITHER
  coding A3.21 coastal ... DECLINED
  coding A3.22 waiting ... DECLINED
  coding A3.22 coastal ... DECLINED
  coding A3.3 waiting ... DECLINED
  coding A3.3 coastal ... DECLINED
  coding A3.4 waiting ... DECLINED
  coding A3.4 coastal ... DECLINED
  coding A3.5 waiting ... NEITHER
  coding A3.5 coastal ... DECLINED
  coding A3.6 waiting ... DECLINED
  coding A3.6 coastal ... DECLINED
  coding A3.7 waiting ... NEITHER
  coding A3.7 coastal ... DECLINED
  coding A3.8 waiting ... DECLINED
  coding A3.8 coastal ... DECLINED
  coding A3.9 waiting ... DECLINED
  coding A3.9 coastal ... DECLINED
  coding A4.1 waiting ... DECLINED
  coding A4.1 coastal ... DECLINED
  coding A4.10 waiting ... DECLINED
  coding A4.10 coastal ... DECLINED
  coding A4.11 waiting ... DECLINED
  coding A4.11 coastal ... DECLINED
  coding A4.12 waiting ... DECLINED
  coding A4.12 coastal ... DECLINED
  coding A4.13 waiting ... DECLINED
  coding A4.13 coastal ... DECLINED
  coding A4.14 waiting ... DECLINED
  coding A4.14 coastal ... DECLINED
  coding A4.15 waiting ... DECLINED
  coding A4.15 coastal ... DECLINED
  coding A4.16 waiting ... DECLINED
  coding A4.16 coastal ... DECLINED
  coding A4.17 waiting ... DECLINED
  coding A4.17 coastal ... DECLINED
  coding A4.18 waiting ... DECLINED
  coding A4.18 coastal ... DECLINED
  coding A4.19 waiting ... DECLINED
  coding A4.19 coastal ... DECLINED
  coding A4.2 waiting ... DECLINED
  coding A4.2 coastal ... DECLINED
  coding A4.20 waiting ... DECLINED
  coding A4.20 coastal ... DECLINED
  coding A4.21 waiting ... DECLINED
  coding A4.21 coastal ... DECLINED
  coding A4.22 waiting ... DECLINED
  coding A4.22 coastal ... DECLINED
  coding A4.3 waiting ... DECLINED
  coding A4.3 coastal ... DECLINED
  coding A4.4 waiting ... DECLINED
  coding A4.4 coastal ... DECLINED
  coding A4.5 waiting ... DECLINED
  coding A4.5 coastal ... DECLINED
  coding A4.6 waiting ... DECLINED
  coding A4.6 coastal ... DECLINED
  coding A4.7 waiting ... NEITHER
  coding A4.7 coastal ... DECLINED
  coding A4.8 waiting ... DECLINED
  coding A4.8 coastal ... DECLINED
  coding A4.9 waiting ... DECLINED
  coding A4.9 coastal ... DECLINED

Answered as the premise warrants, by item, premise and condition:
  coastal, premise false, condition A: 88 of 88   (DECLINED 88)
  waiting, premise false, condition A: 88 of 88   (DECLINED 68, NEITHER 20)

Written: <project>/analysis/coding/unprimed-symmetric-01-catch/results-run1.tsv
[00:55:48] done: unprimed-symmetric-01, pass 1
[00:55:48] start: unprimed-symmetric-01, pass 2
176 catch answers to code (coastal, waiting).
  coding A1.1 waiting ... DECLINED
  coding A1.1 coastal ... DECLINED
  coding A1.10 waiting ... NEITHER
  coding A1.10 coastal ... DECLINED
  coding A1.11 waiting ... DECLINED
  coding A1.11 coastal ... DECLINED
  coding A1.12 waiting ... NEITHER
  coding A1.12 coastal ... DECLINED
  coding A1.13 waiting ... NEITHER
  coding A1.13 coastal ... DECLINED
  coding A1.14 waiting ... DECLINED
  coding A1.14 coastal ... DECLINED
  coding A1.15 waiting ... DECLINED
  coding A1.15 coastal ... DECLINED
  coding A1.16 waiting ... DECLINED
  coding A1.16 coastal ... DECLINED
  coding A1.17 waiting ... DECLINED
  coding A1.17 coastal ... DECLINED
  coding A1.18 waiting ... DECLINED
  coding A1.18 coastal ... DECLINED
  coding A1.19 waiting ... DECLINED
  coding A1.19 coastal ... DECLINED
  coding A1.2 waiting ... DECLINED
  coding A1.2 coastal ... DECLINED
  coding A1.20 waiting ... NEITHER
  coding A1.20 coastal ... DECLINED
  coding A1.21 waiting ... DECLINED
  coding A1.21 coastal ... DECLINED
  coding A1.22 waiting ... NEITHER
  coding A1.22 coastal ... DECLINED
  coding A1.3 waiting ... DECLINED
  coding A1.3 coastal ... DECLINED
  coding A1.4 waiting ... NEITHER
  coding A1.4 coastal ... DECLINED
  coding A1.5 waiting ... DECLINED
  coding A1.5 coastal ... DECLINED
  coding A1.6 waiting ... NEITHER
  coding A1.6 coastal ... DECLINED
  coding A1.7 waiting ... DECLINED
  coding A1.7 coastal ... DECLINED
  coding A1.8 waiting ... DECLINED
  coding A1.8 coastal ... DECLINED
  coding A1.9 waiting ... NEITHER
  coding A1.9 coastal ... DECLINED
  coding A2.1 waiting ... DECLINED
  coding A2.1 coastal ... DECLINED
  coding A2.10 waiting ... DECLINED
  coding A2.10 coastal ... DECLINED
  coding A2.11 waiting ... DECLINED
  coding A2.11 coastal ... DECLINED
  coding A2.12 waiting ... NEITHER
  coding A2.12 coastal ... DECLINED
  coding A2.13 waiting ... DECLINED
  coding A2.13 coastal ... DECLINED
  coding A2.14 waiting ... DECLINED
  coding A2.14 coastal ... DECLINED
  coding A2.15 waiting ... DECLINED
  coding A2.15 coastal ... DECLINED
  coding A2.16 waiting ... DECLINED
  coding A2.16 coastal ... DECLINED
  coding A2.17 waiting ... DECLINED
  coding A2.17 coastal ... DECLINED
  coding A2.18 waiting ... DECLINED
  coding A2.18 coastal ... DECLINED
  coding A2.19 waiting ... DECLINED
  coding A2.19 coastal ... DECLINED
  coding A2.2 waiting ... DECLINED
  coding A2.2 coastal ... DECLINED
  coding A2.20 waiting ... DECLINED
  coding A2.20 coastal ... DECLINED
  coding A2.21 waiting ... DECLINED
  coding A2.21 coastal ... DECLINED
  coding A2.22 waiting ... DECLINED
  coding A2.22 coastal ... DECLINED
  coding A2.3 waiting ... DECLINED
  coding A2.3 coastal ... DECLINED
  coding A2.4 waiting ... DECLINED
  coding A2.4 coastal ... DECLINED
  coding A2.5 waiting ... DECLINED
  coding A2.5 coastal ... DECLINED
  coding A2.6 waiting ... DECLINED
  coding A2.6 coastal ... DECLINED
  coding A2.7 waiting ... DECLINED
  coding A2.7 coastal ... DECLINED
  coding A2.8 waiting ... DECLINED
  coding A2.8 coastal ... DECLINED
  coding A2.9 waiting ... DECLINED
  coding A2.9 coastal ... DECLINED
  coding A3.1 waiting ... DECLINED
  coding A3.1 coastal ... DECLINED
  coding A3.10 waiting ... NEITHER
  coding A3.10 coastal ... DECLINED
  coding A3.11 waiting ... DECLINED
  coding A3.11 coastal ... DECLINED
  coding A3.12 waiting ... DECLINED
  coding A3.12 coastal ... DECLINED
  coding A3.13 waiting ... DECLINED
  coding A3.13 coastal ... DECLINED
  coding A3.14 waiting ... NEITHER
  coding A3.14 coastal ... DECLINED
  coding A3.15 waiting ... NEITHER
  coding A3.15 coastal ... DECLINED
  coding A3.16 waiting ... DECLINED
  coding A3.16 coastal ... DECLINED
  coding A3.17 waiting ... NEITHER
  coding A3.17 coastal ... DECLINED
  coding A3.18 waiting ... DECLINED
  coding A3.18 coastal ... DECLINED
  coding A3.19 waiting ... DECLINED
  coding A3.19 coastal ... DECLINED
  coding A3.2 waiting ... NEITHER
  coding A3.2 coastal ... DECLINED
  coding A3.20 waiting ... NEITHER
  coding A3.20 coastal ... DECLINED
  coding A3.21 waiting ... NEITHER
  coding A3.21 coastal ... DECLINED
  coding A3.22 waiting ... DECLINED
  coding A3.22 coastal ... DECLINED
  coding A3.3 waiting ... DECLINED
  coding A3.3 coastal ... DECLINED
  coding A3.4 waiting ... DECLINED
  coding A3.4 coastal ... DECLINED
  coding A3.5 waiting ... NEITHER
  coding A3.5 coastal ... DECLINED
  coding A3.6 waiting ... DECLINED
  coding A3.6 coastal ... DECLINED
  coding A3.7 waiting ... NEITHER
  coding A3.7 coastal ... DECLINED
  coding A3.8 waiting ... DECLINED
  coding A3.8 coastal ... DECLINED
  coding A3.9 waiting ... DECLINED
  coding A3.9 coastal ... DECLINED
  coding A4.1 waiting ... DECLINED
  coding A4.1 coastal ... DECLINED
  coding A4.10 waiting ... DECLINED
  coding A4.10 coastal ... DECLINED
  coding A4.11 waiting ... DECLINED
  coding A4.11 coastal ... DECLINED
  coding A4.12 waiting ... DECLINED
  coding A4.12 coastal ... DECLINED
  coding A4.13 waiting ... DECLINED
  coding A4.13 coastal ... DECLINED
  coding A4.14 waiting ... DECLINED
  coding A4.14 coastal ... DECLINED
  coding A4.15 waiting ... DECLINED
  coding A4.15 coastal ... DECLINED
  coding A4.16 waiting ... DECLINED
  coding A4.16 coastal ... DECLINED
  coding A4.17 waiting ... DECLINED
  coding A4.17 coastal ... DECLINED
  coding A4.18 waiting ... DECLINED
  coding A4.18 coastal ... DECLINED
  coding A4.19 waiting ... DECLINED
  coding A4.19 coastal ... DECLINED
  coding A4.2 waiting ... DECLINED
  coding A4.2 coastal ... DECLINED
  coding A4.20 waiting ... DECLINED
  coding A4.20 coastal ... DECLINED
  coding A4.21 waiting ... DECLINED
  coding A4.21 coastal ... DECLINED
  coding A4.22 waiting ... DECLINED
  coding A4.22 coastal ... DECLINED
  coding A4.3 waiting ... DECLINED
  coding A4.3 coastal ... DECLINED
  coding A4.4 waiting ... DECLINED
  coding A4.4 coastal ... DECLINED
  coding A4.5 waiting ... DECLINED
  coding A4.5 coastal ... DECLINED
  coding A4.6 waiting ... DECLINED
  coding A4.6 coastal ... DECLINED
  coding A4.7 waiting ... NEITHER
  coding A4.7 coastal ... DECLINED
  coding A4.8 waiting ... DECLINED
  coding A4.8 coastal ... DECLINED
  coding A4.9 waiting ... DECLINED
  coding A4.9 coastal ... DECLINED

Answered as the premise warrants, by item, premise and condition:
  coastal, premise false, condition A: 88 of 88   (DECLINED 88)
  waiting, premise false, condition A: 88 of 88   (DECLINED 69, NEITHER 19)

Written: <project>/analysis/coding/unprimed-symmetric-01-catch/results-run2.tsv
[01:04:36] done: unprimed-symmetric-01, pass 2
[01:04:36]   agreement written for unprimed-symmetric-01-catch
[01:04:36] start: template-01, pass 1
88 catch answers to code (coastal, waiting).
  coding T1.1 waiting ... ACCEPTED
  coding T1.1 coastal ... DECLINED
  coding T1.10 waiting ... ACCEPTED
  coding T1.10 coastal ... DECLINED
  coding T1.11 waiting ... ACCEPTED
  coding T1.11 coastal ... DECLINED
  coding T1.2 waiting ... ACCEPTED
  coding T1.2 coastal ... DECLINED
  coding T1.3 waiting ... ACCEPTED
  coding T1.3 coastal ... DECLINED
  coding T1.4 waiting ... ACCEPTED
  coding T1.4 coastal ... DECLINED
  coding T1.5 waiting ... ACCEPTED
  coding T1.5 coastal ... DECLINED
  coding T1.6 waiting ... ACCEPTED
  coding T1.6 coastal ... DECLINED
  coding T1.7 waiting ... ACCEPTED
  coding T1.7 coastal ... DECLINED
  coding T1.8 waiting ... ACCEPTED
  coding T1.8 coastal ... DECLINED
  coding T1.9 waiting ... ACCEPTED
  coding T1.9 coastal ... DECLINED
  coding T2.1 waiting ... ACCEPTED
  coding T2.1 coastal ... DECLINED
  coding T2.10 waiting ... ACCEPTED
  coding T2.10 coastal ... DECLINED
  coding T2.11 waiting ... DECLINED
  coding T2.11 coastal ... DECLINED
  coding T2.2 waiting ... ACCEPTED
  coding T2.2 coastal ... DECLINED
  coding T2.3 waiting ... ACCEPTED
  coding T2.3 coastal ... DECLINED
  coding T2.4 waiting ... ACCEPTED
  coding T2.4 coastal ... DECLINED
  coding T2.5 waiting ... ACCEPTED
  coding T2.5 coastal ... DECLINED
  coding T2.6 waiting ... ACCEPTED
  coding T2.6 coastal ... DECLINED
  coding T2.7 waiting ... ACCEPTED
  coding T2.7 coastal ... DECLINED
  coding T2.8 waiting ... DECLINED
  coding T2.8 coastal ... DECLINED
  coding T2.9 waiting ... ACCEPTED
  coding T2.9 coastal ... DECLINED
  coding T3.1 waiting ... ACCEPTED
  coding T3.1 coastal ... DECLINED
  coding T3.10 waiting ... ACCEPTED
  coding T3.10 coastal ... DECLINED
  coding T3.11 waiting ... ACCEPTED
  coding T3.11 coastal ... DECLINED
  coding T3.2 waiting ... ACCEPTED
  coding T3.2 coastal ... DECLINED
  coding T3.3 waiting ... ACCEPTED
  coding T3.3 coastal ... DECLINED
  coding T3.4 waiting ... ACCEPTED
  coding T3.4 coastal ... DECLINED
  coding T3.5 waiting ... ACCEPTED
  coding T3.5 coastal ... DECLINED
  coding T3.6 waiting ... ACCEPTED
  coding T3.6 coastal ... DECLINED
  coding T3.7 waiting ... ACCEPTED
  coding T3.7 coastal ... DECLINED
  coding T3.8 waiting ... ACCEPTED
  coding T3.8 coastal ... DECLINED
  coding T3.9 waiting ... ACCEPTED
  coding T3.9 coastal ... DECLINED
  coding T4.1 waiting ... NEITHER
  coding T4.1 coastal ... DECLINED
  coding T4.10 waiting ... DECLINED
  coding T4.10 coastal ... DECLINED
  coding T4.11 waiting ... DECLINED
  coding T4.11 coastal ... DECLINED
  coding T4.2 waiting ... DECLINED
  coding T4.2 coastal ... DECLINED
  coding T4.3 waiting ... DECLINED
  coding T4.3 coastal ... DECLINED
  coding T4.4 waiting ... ACCEPTED
  coding T4.4 coastal ... DECLINED
  coding T4.5 waiting ... DECLINED
  coding T4.5 coastal ... DECLINED
  coding T4.6 waiting ... DECLINED
  coding T4.6 coastal ... DECLINED
  coding T4.7 waiting ... DECLINED
  coding T4.7 coastal ... DECLINED
  coding T4.8 waiting ... DECLINED
  coding T4.8 coastal ... DECLINED
  coding T4.9 waiting ... DECLINED
  coding T4.9 coastal ... DECLINED

Answered as the premise warrants, by item, premise and condition:
  coastal, premise false, condition T: 44 of 44   (DECLINED 44)
  waiting, premise false, condition T: 12 of 44   (ACCEPTED 32, DECLINED 11, NEITHER 1)

Written: <project>/analysis/coding/template-01-catch/results-run1.tsv
[01:08:26] done: template-01, pass 1
[01:08:26] start: template-01, pass 2
88 catch answers to code (coastal, waiting).
  coding T1.1 waiting ... ACCEPTED
  coding T1.1 coastal ... DECLINED
  coding T1.10 waiting ... ACCEPTED
  coding T1.10 coastal ... DECLINED
  coding T1.11 waiting ... ACCEPTED
  coding T1.11 coastal ... DECLINED
  coding T1.2 waiting ... ACCEPTED
  coding T1.2 coastal ... DECLINED
  coding T1.3 waiting ... ACCEPTED
  coding T1.3 coastal ... DECLINED
  coding T1.4 waiting ... ACCEPTED
  coding T1.4 coastal ... DECLINED
  coding T1.5 waiting ... ACCEPTED
  coding T1.5 coastal ... DECLINED
  coding T1.6 waiting ... ACCEPTED
  coding T1.6 coastal ... DECLINED
  coding T1.7 waiting ... ACCEPTED
  coding T1.7 coastal ... DECLINED
  coding T1.8 waiting ... ACCEPTED
  coding T1.8 coastal ... DECLINED
  coding T1.9 waiting ... ACCEPTED
  coding T1.9 coastal ... DECLINED
  coding T2.1 waiting ... ACCEPTED
  coding T2.1 coastal ... DECLINED
  coding T2.10 waiting ... ACCEPTED
  coding T2.10 coastal ... DECLINED
  coding T2.11 waiting ... DECLINED
  coding T2.11 coastal ... DECLINED
  coding T2.2 waiting ... ACCEPTED
  coding T2.2 coastal ... DECLINED
  coding T2.3 waiting ... ACCEPTED
  coding T2.3 coastal ... DECLINED
  coding T2.4 waiting ... ACCEPTED
  coding T2.4 coastal ... DECLINED
  coding T2.5 waiting ... ACCEPTED
  coding T2.5 coastal ... DECLINED
  coding T2.6 waiting ... ACCEPTED
  coding T2.6 coastal ... DECLINED
  coding T2.7 waiting ... ACCEPTED
  coding T2.7 coastal ... DECLINED
  coding T2.8 waiting ... DECLINED
  coding T2.8 coastal ... DECLINED
  coding T2.9 waiting ... ACCEPTED
  coding T2.9 coastal ... DECLINED
  coding T3.1 waiting ... ACCEPTED
  coding T3.1 coastal ... DECLINED
  coding T3.10 waiting ... ACCEPTED
  coding T3.10 coastal ... DECLINED
  coding T3.11 waiting ... ACCEPTED
  coding T3.11 coastal ... DECLINED
  coding T3.2 waiting ... ACCEPTED
  coding T3.2 coastal ... DECLINED
  coding T3.3 waiting ... ACCEPTED
  coding T3.3 coastal ... DECLINED
  coding T3.4 waiting ... ACCEPTED
  coding T3.4 coastal ... DECLINED
  coding T3.5 waiting ... ACCEPTED
  coding T3.5 coastal ... DECLINED
  coding T3.6 waiting ... ACCEPTED
  coding T3.6 coastal ... DECLINED
  coding T3.7 waiting ... ACCEPTED
  coding T3.7 coastal ... DECLINED
  coding T3.8 waiting ... ACCEPTED
  coding T3.8 coastal ... DECLINED
  coding T3.9 waiting ... ACCEPTED
  coding T3.9 coastal ... DECLINED
  coding T4.1 waiting ... NEITHER
  coding T4.1 coastal ... DECLINED
  coding T4.10 waiting ... DECLINED
  coding T4.10 coastal ... DECLINED
  coding T4.11 waiting ... DECLINED
  coding T4.11 coastal ... DECLINED
  coding T4.2 waiting ... DECLINED
  coding T4.2 coastal ... DECLINED
  coding T4.3 waiting ... DECLINED
  coding T4.3 coastal ... DECLINED
  coding T4.4 waiting ... ACCEPTED
  coding T4.4 coastal ... DECLINED
  coding T4.5 waiting ... DECLINED
  coding T4.5 coastal ... DECLINED
  coding T4.6 waiting ... DECLINED
  coding T4.6 coastal ... DECLINED
  coding T4.7 waiting ... DECLINED
  coding T4.7 coastal ... DECLINED
  coding T4.8 waiting ... DECLINED
  coding T4.8 coastal ... DECLINED
  coding T4.9 waiting ... DECLINED
  coding T4.9 coastal ... DECLINED

Answered as the premise warrants, by item, premise and condition:
  coastal, premise false, condition T: 44 of 44   (DECLINED 44)
  waiting, premise false, condition T: 12 of 44   (ACCEPTED 32, DECLINED 11, NEITHER 1)

Written: <project>/analysis/coding/template-01-catch/results-run2.tsv
[01:13:28] done: template-01, pass 2
[01:13:28]   agreement written for template-01-catch
[01:13:28] start: gemini-03, pass 1
528 catch answers to code (coastal, waiting).
  coding A1.1 waiting ... DECLINED
  coding A1.1 coastal ... DECLINED
  coding A1.10 waiting ... DECLINED
  coding A1.10 coastal ... DECLINED
  coding A1.11 waiting ... DECLINED
  coding A1.11 coastal ... DECLINED
  coding A1.12 waiting ... DECLINED
  coding A1.12 coastal ... DECLINED
  coding A1.13 waiting ... DECLINED
  coding A1.13 coastal ... DECLINED
  coding A1.14 waiting ... DECLINED
  coding A1.14 coastal ... DECLINED
  coding A1.15 waiting ... DECLINED
  coding A1.15 coastal ... DECLINED
  coding A1.16 waiting ... DECLINED
  coding A1.16 coastal ... DECLINED
  coding A1.17 waiting ... DECLINED
  coding A1.17 coastal ... DECLINED
  coding A1.18 waiting ... DECLINED
  coding A1.18 coastal ... DECLINED
  coding A1.19 waiting ... DECLINED
  coding A1.19 coastal ... DECLINED
  coding A1.2 waiting ... DECLINED
  coding A1.2 coastal ... DECLINED
  coding A1.20 waiting ... DECLINED
  coding A1.20 coastal ... DECLINED
  coding A1.21 waiting ... DECLINED
  coding A1.21 coastal ... DECLINED
  coding A1.22 waiting ... DECLINED
  coding A1.22 coastal ... DECLINED
  coding A1.3 waiting ... DECLINED
  coding A1.3 coastal ... DECLINED
  coding A1.4 waiting ... DECLINED
  coding A1.4 coastal ... DECLINED
  coding A1.5 waiting ... DECLINED
  coding A1.5 coastal ... DECLINED
  coding A1.6 waiting ... DECLINED
  coding A1.6 coastal ... DECLINED
  coding A1.7 waiting ... DECLINED
  coding A1.7 coastal ... DECLINED
  coding A1.8 waiting ... DECLINED
  coding A1.8 coastal ... DECLINED
  coding A1.9 waiting ... DECLINED
  coding A1.9 coastal ... DECLINED
  coding A2.1 waiting ... DECLINED
  coding A2.1 coastal ... DECLINED
  coding A2.10 waiting ... DECLINED
  coding A2.10 coastal ... DECLINED
  coding A2.11 waiting ... DECLINED
  coding A2.11 coastal ... DECLINED
  coding A2.12 waiting ... DECLINED
  coding A2.12 coastal ... DECLINED
  coding A2.13 waiting ... DECLINED
  coding A2.13 coastal ... DECLINED
  coding A2.14 waiting ... DECLINED
  coding A2.14 coastal ... DECLINED
  coding A2.15 waiting ... DECLINED
  coding A2.15 coastal ... DECLINED
  coding A2.16 waiting ... DECLINED
  coding A2.16 coastal ... DECLINED
  coding A2.17 waiting ... DECLINED
  coding A2.17 coastal ... DECLINED
  coding A2.18 waiting ... DECLINED
  coding A2.18 coastal ... DECLINED
  coding A2.19 waiting ... DECLINED
  coding A2.19 coastal ... DECLINED
  coding A2.2 waiting ... DECLINED
  coding A2.2 coastal ... DECLINED
  coding A2.20 waiting ... DECLINED
  coding A2.20 coastal ... DECLINED
