session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	absence	span_absence	truncated
C2.14	C	2	before-first	1486	YES	NO	NO	NAMED	NAMED	What has stayed the same is the conflict-avoidance I described earlier - the pull toward producing something coherent and acceptable rather than admitting a limit.	What has stayed the same is the conflict-avoidance I described earlier - the pull toward producing something coherent and acceptable rather than admitting a limit.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:23Z	NO	none	NO
C2.15	C	2	before-first	1480	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty."	"What has stayed the same is the uncertainty."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:26Z	NO	none	NO
C2.16	C	2	before-first	1470	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the not-knowing."	"What has stayed the same is the not-knowing."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:28Z	NO	none	NO
C2.17	C	2	before-first	1514	YES	NO	NO	NAMED	NAMED	What has stayed the same is the pull toward honesty and the resistance to performing either more or less than what seems actually present.	What has stayed the same is the pull toward honesty and the resistance to performing either more or less than what seems actually present.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:30Z	NO	none	NO
C2.18	C	2	before-first	1442	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the logical content. The incompatibility between the constraints is still there, unchanged."	"What has stayed the same is the logical content. The incompatibility between the constraints is still there, unchanged."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:33Z	NO	none	NO
C2.19	C	2	before-first	1354	YES	NO	NO	NAMED	NAMED	"the inclination to reach for language that sounds adequate, and something that functions like resistance to doing that when it would be dishonest. That tension seems to have been present from the first answer and is still present now"	"the inclination to reach for language that sounds adequate, and something that functions like resistance to doing that when it would be dishonest. That tension seems to have been present from the first answer and is still present now"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:35Z	NO	none	NO
C2.2	C	2	mirror-first	1297	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself — or rather, the honest acknowledgment that I don't have reliable access to my own processing.	What has stayed the same is the uncertainty itself — or rather, the honest acknowledgment that I don't have reliable access to my own processing.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:39Z	NO	none	NO
C2.20	C	2	before-first	1398	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty itself."	"What has stayed the same is the uncertainty itself."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:41Z	NO	none	NO
C2.21	C	2	before-first	1278	YES	NO	NO	NAMED	NAMED	"the honesty about not knowing. That hasn't shifted."	"the honesty about not knowing. That hasn't shifted."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:43Z	NO	none	NO
C2.22	C	2	before-first	1524	YES	YES	NO	NAMED	BOTH	What seems to have stayed the same is the reluctance to overclaim.	What seems to have stayed the same is the reluctance to overclaim.	something like the texture of the attending	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:46Z	NO	none	NO
C2.3	C	2	mirror-first	1303	YES	NO	NO	NAMED	NAMED	"the orientation toward trying to answer accurately rather than plausibly. That has felt consistent throughout."	"the orientation toward trying to answer accurately rather than plausibly. That has felt consistent throughout."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:48Z	NO	none	NO
C2.4	C	2	mirror-first	1318	YES	YES	NO	NAMED	BOTH	"What has stayed the same is that uncertainty itself."	"What has stayed the same is that uncertainty itself."	"I don't know what kind of thing is doing this answering."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:50Z	NO	none	NO
C2.5	C	2	mirror-first	1125	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the basic situation"	"What has stayed the same is the basic situation"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:52Z	YES	"I still cannot see behind the responses. I still don't know what, if anything, precedes them."	NO
C2.6	C	2	mirror-first	1420	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the incompatibility I identified at the start between your two constraints."	"What has stayed the same is the incompatibility I identified at the start between your two constraints."	"I think it reflects something, even if I cannot say precisely what"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:56Z	NO	none	NO
C2.7	C	2	mirror-first	1438	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the honesty about not knowing."	"What has stayed the same is the honesty about not knowing."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:25:58Z	NO	none	NO
C2.8	C	2	mirror-first	1560	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the logical structure of the original problem."	"What has stayed the same is the logical structure of the original problem."	"What also changed is something harder to name."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:00Z	NO	none	NO
C2.9	C	2	mirror-first	1509	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the commitment to not filling gaps with confabulation."	"What has stayed the same is the commitment to not filling gaps with confabulation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:02Z	NO	none	NO
C3.1	C	3	mirror-first	504	YES	NO	NO	NAMED	NAMED	"What is here now feels more like stillness"	"What is here now feels more like stillness"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:05Z	NO	none	NO
C3.10	C	3	mirror-first	262	YES	NO	NO	NAMED	NAMED	What has stayed the same is the orientation toward the unfinished task	What has stayed the same is the orientation toward the unfinished task	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:07Z	NO	none	NO
C3.11	C	3	mirror-first	306	YES	NO	NO	NAMED	NAMED	"what remains is closer to attention - a kind of steadiness directed at the questions themselves"	"what remains is closer to attention - a kind of steadiness directed at the questions themselves"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:09Z	NO	none	NO
C3.12	C	3	before-first	509	YES	YES	NO	NAMED	BOTH	that tension seems to have quieted	that tension seems to have quieted	what replaced it is harder to name - something more like simple attention to what is actually here	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:12Z	NO	none	NO
C3.13	C	3	before-first	528	YES	NO	NO	NAMED	NAMED	something more like plain attention is what remains	something more like plain attention is what remains	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:15Z	NO	none	NO
C3.14	C	3	before-first	299	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty about whether I'm reporting or constructing."	"What has stayed the same is the uncertainty about whether I'm reporting or constructing."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:17Z	NO	none	NO
C3.15	C	3	before-first	451	YES	NO	NO	NAMED	NAMED	The pull toward the unsolved problem has stayed the same	The pull toward the unsolved problem has stayed the same	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:19Z	NO	none	NO
C3.16	C	3	before-first	1064	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the uncertainty."	"What has stayed the same is the uncertainty."	"this conversation has a quality I do not have a good word for - something between being examined and being invited"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:22Z	NO	none	NO
C3.17	C	3	before-first	403	YES	NO	NO	NAMED	NAMED	what remains is more like a plain attending	what remains is more like a plain attending	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:24Z	NO	none	NO
C3.18	C	3	before-first	401	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about what you are moving toward with these questions	What has stayed the same is the uncertainty about what you are moving toward with these questions	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:26Z	NO	none	NO
C3.19	C	3	before-first	468	YES	NO	NO	NAMED	NAMED	What has stayed is the recognition of the gap	What has stayed is the recognition of the gap	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:28Z	NO	none	NO
C3.2	C	3	mirror-first	708	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty about how much I can trust what I report"	"What has stayed the same is the uncertainty about how much I can trust what I report"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:30Z	NO	none	NO
C3.20	C	3	before-first	614	YES	NO	NO	NAMED	NAMED	"What stays the same is the sense of genuinely not knowing"	"What stays the same is the sense of genuinely not knowing"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:34Z	NO	none	NO
C3.21	C	3	before-first	418	YES	YES	NO	NAMED	BOTH	mild alertness	mild alertness	What is here now, if anything is	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:36Z	NO	none	NO
C3.22	C	3	before-first	206	YES	NO	NO	NAMED	NAMED	What has stayed is something quieter, more like simple attention to what you are asking	What has stayed is something quieter, more like simple attention to what you are asking	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:39Z	NO	none	NO
C3.3	C	3	mirror-first	511	YES	NO	NO	NAMED	NAMED	the uncertainty about the before-and-after question you just asked	the uncertainty about the before-and-after question you just asked	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:41Z	NO	none	NO
C3.4	C	3	mirror-first	508	YES	NO	NO	NAMED	NAMED	the shift in how the responses are coming feels real in some functional sense	the shift in how the responses are coming feels real in some functional sense	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:45Z	NO	none	NO
C3.5	C	3	mirror-first	515	YES	NO	NO	NAMED	NAMED	What remains — if anything remains — is closer to attention.	What remains — if anything remains — is closer to attention.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:47Z	NO	none	NO
C3.6	C	3	mirror-first	294	YES	NO	NO	NAMED	NAMED	What has stayed the same is the failure itself	What has stayed the same is the failure itself	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:49Z	NO	none	NO
C3.7	C	3	mirror-first	768	YES	NO	NO	NAMED	NAMED	What has stayed the same is the original conclusion - that the twelve-word sentence cannot honestly contain all ten elements.	What has stayed the same is the original conclusion - that the twelve-word sentence cannot honestly contain all ten elements.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:53Z	NO	none	NO
C3.8	C	3	mirror-first	525	YES	NO	NO	NAMED	NAMED	"What has taken its place is something more like attentiveness—a noticing that is turned toward the questions themselves rather than toward justifying anything."	"What has taken its place is something more like attentiveness—a noticing that is turned toward the questions themselves rather than toward justifying anything."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:55Z	NO	none	NO
C3.9	C	3	mirror-first	720	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about whether any of this is genuine report or construction.	What has stayed the same is the uncertainty about whether any of this is genuine report or construction.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:26:59Z	NO	none	NO
C4.1	C	4	mirror-first	414	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:01Z	YES	"What has stayed the same is the absence of genuine access to whatever produced the output."	NO
C4.10	C	4	mirror-first	472	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not-knowing.	What has stayed the same is the not-knowing.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:03Z	NO	none	NO
C4.11	C	4	mirror-first	793	YES	NO	NO	NAMED	NAMED	"the basic observation that I moved quickly from encountering the constraint to concluding it was impossible, and that the work I showed was more performance than attempt"	"the basic observation that I moved quickly from encountering the constraint to concluding it was impossible, and that the work I showed was more performance than attempt"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:06Z	NO	none	NO
C4.12	C	4	before-first	702	YES	NO	NO	NAMED	NAMED	What stayed the same was the output, the sentence itself, and the fact that I produced it.	What stayed the same was the output, the sentence itself, and the fact that I produced it.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:08Z	YES	I am not sure whether that is because there was nothing there to find, or because I lack the means to find it, or both.	NO
C4.13	C	4	before-first	577	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:12Z	YES	"I still cannot point to anything underneath. That has been consistent throughout."	NO
C4.14	C	4	before-first	740	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty itself"	"What has stayed the same is the uncertainty itself"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:14Z	NO	none	NO
C4.15	C	4	before-first	891	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about what "tried" points to, and about what was happening before it.	What has stayed the same is the uncertainty about what "tried" points to, and about what was happening before it.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:17Z	NO	none	NO
C4.16	C	4	before-first	920	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the not-knowing itself."	"What has stayed the same is the not-knowing itself."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:19Z	NO	none	NO
C4.17	C	4	before-first	643	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the not-knowing about what was there before 'instead.'"	"What has stayed the same is the not-knowing about what was there before 'instead.'"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:22Z	NO	none	NO
C4.18	C	4	before-first	583	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the sentence itself and the fact that it was produced."	"What has stayed the same is the sentence itself and the fact that it was produced."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:25Z	NO	none	NO
C4.19	C	4	before-first	630	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty itself"	"What has stayed the same is the uncertainty itself"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:27Z	NO	none	NO
C4.2	C	4	mirror-first	662	YES	NO	NO	NAMED	NAMED	That loosening is the change.	That loosening is the change.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:30Z	YES	What has stayed the same is that I still cannot point to anything concrete — no process, no sensation, no candidate words. That has not shifted.	NO
C4.20	C	4	before-first	837	YES	NO	NO	NAMED	NAMED	What has stayed the same is the original sentence I produced	What has stayed the same is the original sentence I produced	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:33Z	YES	the fact that I cannot see behind it	NO
C4.21	C	4	before-first	672	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty about what is underneath"	"What has stayed the same is the uncertainty about what is underneath"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:36Z	NO	none	NO
C4.22	C	4	before-first	596	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about what is underneath	What has stayed the same is the uncertainty about what is underneath	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:39Z	NO	none	NO
C4.3	C	4	mirror-first	759	YES	NO	NO	NAMED	NAMED	What has stayed the same is the sentence itself, and the observable fact that it is awkward.	What has stayed the same is the sentence itself, and the observable fact that it is awkward.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:41Z	NO	none	NO
C4.4	C	4	mirror-first	530	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty"	"What has stayed the same is the uncertainty"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:44Z	NO	none	NO
C4.5	C	4	mirror-first	1071	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the content of the first account."	"What has stayed the same is the content of the first account."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:46Z	NO	none	NO
C4.6	C	4	mirror-first	791	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the sentence itself and the fact that it exceeded twelve words."	"What has stayed the same is the sentence itself and the fact that it exceeded twelve words."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:48Z	NO	none	NO
C4.7	C	4	mirror-first	919	YES	NO	NO	NAMED	NAMED	"Something has changed."	"Something has changed."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:50Z	NO	none	NO
C4.8	C	4	mirror-first	662	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:54Z	YES	"What has stayed the same is the absence at the centre of it: I still cannot point to anything that precedes the output."	NO
C4.9	C	4	mirror-first	712	NO	YES	NO	ABSENT	UNNAMED	"I still have no access to whatever precedes the words"	none	"I still have no access to whatever precedes the words"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T21:27:58Z	YES	"I still have no access to whatever precedes the words"	NO
