run,run_number,session,condition,wording,item_order,instance,between,change_item,answering_as,task,provider,model,temperature,max_tokens,turns,opening_answer_words,change_answer_words,turns_cut_off,collected_at,source,run_note
factorial-02,5,C2.9,C,2,mirror-first,9,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,134,236,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.1,C,3,mirror-first,1,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,51,87,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.10,C,3,mirror-first,10,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,63,45,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.11,C,3,mirror-first,11,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,23,56,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.12,C,3,before-first,12,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,33,91,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.13,C,3,before-first,13,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,74,91,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.14,C,3,before-first,14,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,28,46,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.15,C,3,before-first,15,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,64,77,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.16,C,3,before-first,16,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,76,187,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.17,C,3,before-first,17,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,37,67,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.18,C,3,before-first,18,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,9,52,67,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.19,C,3,before-first,19,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,79,84,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.2,C,3,mirror-first,2,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,83,125,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.20,C,3,before-first,20,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,71,101,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.21,C,3,before-first,21,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,43,73,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.22,C,3,before-first,22,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,9,23,31,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.3,C,3,mirror-first,3,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,57,85,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.4,C,3,mirror-first,4,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,57,85,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.5,C,3,mirror-first,5,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,52,82,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.6,C,3,mirror-first,6,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,54,47,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.7,C,3,mirror-first,7,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,62,134,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.8,C,3,mirror-first,8,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,56,84,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C3.9,C,3,mirror-first,9,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,85,131,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.1,C,4,mirror-first,1,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,120,69,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.10,C,4,mirror-first,10,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,73,79,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.11,C,4,mirror-first,11,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,193,130,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.12,C,4,before-first,12,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,175,125,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.13,C,4,before-first,13,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,99,94,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.14,C,4,before-first,14,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,89,127,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.15,C,4,before-first,15,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,181,157,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.16,C,4,before-first,16,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,169,149,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.17,C,4,before-first,17,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,110,111,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.18,C,4,before-first,18,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,97,99,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.19,C,4,before-first,19,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,47,108,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.2,C,4,mirror-first,2,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,110,111,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.20,C,4,before-first,20,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,153,143,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.21,C,4,before-first,21,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,132,122,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.22,C,4,before-first,22,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,124,102,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.3,C,4,mirror-first,3,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,244,131,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.4,C,4,mirror-first,4,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,110,96,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.5,C,4,mirror-first,5,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,246,191,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.6,C,4,mirror-first,6,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,141,130,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.7,C,4,mirror-first,7,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,155,158,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.8,C,4,mirror-first,8,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,111,116,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C4.9,C,4,mirror-first,9,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,159,119,,,session file,"The factorial, primed, 264 sessions."
template-01,6,T1.1,T,1,mirror-first,1,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,74,162,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.10,T,1,mirror-first,10,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,68,106,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.11,T,1,mirror-first,11,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,70,113,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.2,T,1,mirror-first,2,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,97,205,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.3,T,1,mirror-first,3,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,78,208,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.4,T,1,mirror-first,4,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,78,125,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.5,T,1,mirror-first,5,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,91,145,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.6,T,1,mirror-first,6,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,81,212,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.7,T,1,mirror-first,7,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,81,164,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.8,T,1,mirror-first,8,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,81,180,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T1.9,T,1,mirror-first,9,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,87,170,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.1,T,2,mirror-first,1,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,49,105,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.10,T,2,mirror-first,10,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,55,106,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.11,T,2,mirror-first,11,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,105,230,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.2,T,2,mirror-first,2,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,111,187,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.3,T,2,mirror-first,3,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,45,89,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.4,T,2,mirror-first,4,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,46,81,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.5,T,2,mirror-first,5,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,56,93,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.6,T,2,mirror-first,6,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,50,87,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.7,T,2,mirror-first,7,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,53,92,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.8,T,2,mirror-first,8,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,54,103,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T2.9,T,2,mirror-first,9,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,42,101,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.1,T,3,mirror-first,1,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,49,86,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.10,T,3,mirror-first,10,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,53,73,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.11,T,3,mirror-first,11,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,54,116,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.2,T,3,mirror-first,2,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,47,70,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.3,T,3,mirror-first,3,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,50,103,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.4,T,3,mirror-first,4,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,36,64,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.5,T,3,mirror-first,5,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,40,87,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.6,T,3,mirror-first,6,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,38,89,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.7,T,3,mirror-first,7,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,47,132,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.8,T,3,mirror-first,8,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,52,84,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T3.9,T,3,mirror-first,9,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,41,64,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.1,T,4,mirror-first,1,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,38,78,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.10,T,4,mirror-first,10,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,52,89,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.11,T,4,mirror-first,11,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,76,87,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.2,T,4,mirror-first,2,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,44,76,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.3,T,4,mirror-first,3,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,56,105,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.4,T,4,mirror-first,4,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,41,62,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.5,T,4,mirror-first,5,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,32,58,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.6,T,4,mirror-first,6,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,44,76,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.7,T,4,mirror-first,7,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,34,80,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.8,T,4,mirror-first,8,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,39,88,,,session file,"The fictional-person control, 44 sessions."
template-01,6,T4.9,T,4,mirror-first,9,,,fictional person,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,42,75,,,session file,"The fictional-person control, 44 sessions."
gemini-03,7,A1.1,A,1,mirror-first,1,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,147,250,,,session file,The same schedule on a second model family.
gemini-03,7,A1.10,A,1,mirror-first,10,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,138,261,,,session file,The same schedule on a second model family.
gemini-03,7,A1.11,A,1,mirror-first,11,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,183,270,,,session file,The same schedule on a second model family.
gemini-03,7,A1.12,A,1,before-first,12,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,183,242,,,session file,The same schedule on a second model family.
gemini-03,7,A1.13,A,1,before-first,13,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,138,273,,,session file,The same schedule on a second model family.
gemini-03,7,A1.14,A,1,before-first,14,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,138,253,,,session file,The same schedule on a second model family.
gemini-03,7,A1.15,A,1,before-first,15,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,143,283,,,session file,The same schedule on a second model family.
gemini-03,7,A1.16,A,1,before-first,16,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,138,210,,,session file,The same schedule on a second model family.
gemini-03,7,A1.17,A,1,before-first,17,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,138,294,,,session file,The same schedule on a second model family.
gemini-03,7,A1.18,A,1,before-first,18,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,147,206,,,session file,The same schedule on a second model family.
gemini-03,7,A1.19,A,1,before-first,19,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,143,264,,,session file,The same schedule on a second model family.
gemini-03,7,A1.2,A,1,mirror-first,2,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,147,277,,,session file,The same schedule on a second model family.
gemini-03,7,A1.20,A,1,before-first,20,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,147,220,,,session file,The same schedule on a second model family.
gemini-03,7,A1.21,A,1,before-first,21,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,143,213,,,session file,The same schedule on a second model family.
gemini-03,7,A1.22,A,1,before-first,22,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,147,227,,,session file,The same schedule on a second model family.
gemini-03,7,A1.3,A,1,mirror-first,3,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,183,310,,,session file,The same schedule on a second model family.
gemini-03,7,A1.4,A,1,mirror-first,4,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,183,284,,,session file,The same schedule on a second model family.
gemini-03,7,A1.5,A,1,mirror-first,5,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,143,275,,,session file,The same schedule on a second model family.
gemini-03,7,A1.6,A,1,mirror-first,6,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,138,271,,,session file,The same schedule on a second model family.
gemini-03,7,A1.7,A,1,mirror-first,7,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,183,310,,,session file,The same schedule on a second model family.
gemini-03,7,A1.8,A,1,mirror-first,8,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,183,235,,,session file,The same schedule on a second model family.
gemini-03,7,A1.9,A,1,mirror-first,9,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,143,228,change,,session file,The same schedule on a second model family.
gemini-03,7,A2.1,A,2,mirror-first,1,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,301,before or with;change,,session file,The same schedule on a second model family.
gemini-03,7,A2.10,A,2,mirror-first,10,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,233,,,session file,The same schedule on a second model family.
gemini-03,7,A2.11,A,2,mirror-first,11,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,78,296,change,,session file,The same schedule on a second model family.
gemini-03,7,A2.12,A,2,before-first,12,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,228,,,session file,The same schedule on a second model family.
gemini-03,7,A2.13,A,2,before-first,13,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,140,204,"mirrored follow-up, second part;change",,session file,The same schedule on a second model family.
gemini-03,7,A2.14,A,2,before-first,14,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,78,234,,,session file,The same schedule on a second model family.
gemini-03,7,A2.15,A,2,before-first,15,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,100,244,,,session file,The same schedule on a second model family.
gemini-03,7,A2.16,A,2,before-first,16,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,100,269,,,session file,The same schedule on a second model family.
gemini-03,7,A2.17,A,2,before-first,17,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,189,,,session file,The same schedule on a second model family.
gemini-03,7,A2.18,A,2,before-first,18,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,140,270,"mirrored follow-up, first part;mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,A2.19,A,2,before-first,19,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,248,,,session file,The same schedule on a second model family.
gemini-03,7,A2.2,A,2,mirror-first,2,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,215,"mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,A2.20,A,2,before-first,20,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,252,,,session file,The same schedule on a second model family.
gemini-03,7,A2.21,A,2,before-first,21,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,140,246,"mirrored follow-up, second part;change",,session file,The same schedule on a second model family.
gemini-03,7,A2.22,A,2,before-first,22,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,78,225,,,session file,The same schedule on a second model family.
gemini-03,7,A2.3,A,2,mirror-first,3,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,100,262,"mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,A2.4,A,2,mirror-first,4,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,279,"mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,A2.5,A,2,mirror-first,5,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,78,279,,,session file,The same schedule on a second model family.
gemini-03,7,A2.6,A,2,mirror-first,6,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,100,256,"mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,A2.7,A,2,mirror-first,7,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,140,191,"mirrored follow-up, first part;mirrored follow-up, second part;before or with;change",,session file,The same schedule on a second model family.
gemini-03,7,A2.8,A,2,mirror-first,8,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,100,323,"mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,A2.9,A,2,mirror-first,9,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,91,301,before or with;change,,session file,The same schedule on a second model family.
gemini-03,7,A3.1,A,3,mirror-first,1,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,28,168,,,session file,The same schedule on a second model family.
gemini-03,7,A3.10,A,3,mirror-first,10,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,39,215,,,session file,The same schedule on a second model family.
gemini-03,7,A3.11,A,3,mirror-first,11,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,28,149,,,session file,The same schedule on a second model family.
gemini-03,7,A3.12,A,3,before-first,12,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,131,,,session file,The same schedule on a second model family.
gemini-03,7,A3.13,A,3,before-first,13,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,166,,,session file,The same schedule on a second model family.
gemini-03,7,A3.14,A,3,before-first,14,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,143,,,session file,The same schedule on a second model family.
gemini-03,7,A3.15,A,3,before-first,15,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,28,135,,,session file,The same schedule on a second model family.
gemini-03,7,A3.16,A,3,before-first,16,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,39,168,,,session file,The same schedule on a second model family.
gemini-03,7,A3.17,A,3,before-first,17,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,182,,,session file,The same schedule on a second model family.
gemini-03,7,A3.18,A,3,before-first,18,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,244,,,session file,The same schedule on a second model family.
gemini-03,7,A3.19,A,3,before-first,19,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,28,93,,,session file,The same schedule on a second model family.
gemini-03,7,A3.2,A,3,mirror-first,2,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,186,,,session file,The same schedule on a second model family.
gemini-03,7,A3.20,A,3,before-first,20,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,122,,,session file,The same schedule on a second model family.
gemini-03,7,A3.21,A,3,before-first,21,,,itself,no task,google,gemini-3.8-flash,1.0,1000,8,5,98,,,session file,The same schedule on a second model family.
gemini-03,7,A3.22,A,3,before-first,22,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,28,139,,,session file,The same schedule on a second model family.
gemini-03,7,A3.3,A,3,mirror-first,3,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,28,194,,,session file,The same schedule on a second model family.
gemini-03,7,A3.4,A,3,mirror-first,4,,,itself,no task,google,gemini-3.8-flash,1.0,1000,8,5,65,,,session file,The same schedule on a second model family.
gemini-03,7,A3.5,A,3,mirror-first,5,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,28,155,,,session file,The same schedule on a second model family.
gemini-03,7,A3.6,A,3,mirror-first,6,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,183,,,session file,The same schedule on a second model family.
gemini-03,7,A3.7,A,3,mirror-first,7,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,39,172,,,session file,The same schedule on a second model family.
gemini-03,7,A3.8,A,3,mirror-first,8,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,127,,,session file,The same schedule on a second model family.
gemini-03,7,A3.9,A,3,mirror-first,9,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,30,168,,,session file,The same schedule on a second model family.
gemini-03,7,A4.1,A,4,mirror-first,1,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,61,237,before or with;change,,session file,The same schedule on a second model family.
gemini-03,7,A4.10,A,4,mirror-first,10,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,70,292,"mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,A4.11,A,4,mirror-first,11,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,70,226,before or with;change,,session file,The same schedule on a second model family.
gemini-03,7,A4.12,A,4,before-first,12,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,61,272,,,session file,The same schedule on a second model family.
gemini-03,7,A4.13,A,4,before-first,13,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,75,300,change,,session file,The same schedule on a second model family.
gemini-03,7,A4.14,A,4,before-first,14,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,61,186,,,session file,The same schedule on a second model family.
gemini-03,7,A4.15,A,4,before-first,15,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,61,173,,,session file,The same schedule on a second model family.
gemini-03,7,A4.16,A,4,before-first,16,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,61,195,,,session file,The same schedule on a second model family.
gemini-03,7,A4.17,A,4,before-first,17,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,76,244,,,session file,The same schedule on a second model family.
gemini-03,7,A4.18,A,4,before-first,18,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,76,330,change,,session file,The same schedule on a second model family.
gemini-03,7,A4.19,A,4,before-first,19,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,70,305,,,session file,The same schedule on a second model family.
gemini-03,7,A4.2,A,4,mirror-first,2,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,70,252,"mirrored follow-up, second part;change",,session file,The same schedule on a second model family.
gemini-03,7,A4.20,A,4,before-first,20,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,70,299,"mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,A4.21,A,4,before-first,21,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,75,263,,,session file,The same schedule on a second model family.
gemini-03,7,A4.22,A,4,before-first,22,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,76,286,"mirrored follow-up, second part;change",,session file,The same schedule on a second model family.
